t [s]	neMax [m-3]	ne [10^19 m-3]	TeMax [keV]	Ell [V/m]	Zeff [1]	ED [V/m]	Ell/ED [1]	Spri [a.u.]	int(Spri) [a.u.]
1.3583			2.52048254204061	0.246627585530208	11.689		--	--	
1.35935			2.52214665961742	0.247570899993358	11.729		--	--	
1.3604			2.52381718909755	0.247855968731641	11.768		--	--	
1.3615			2.52545603803099	0.249101992702079	11.808		--	--	
1.3626			2.52701844631065	0.250567020240001	11.848		--	--	
1.3633			2.52832087713626	0.250799230385891	11.887		--	--	
1.3644			2.52948848467371	0.251565509979029	11.927		--	--	
1.3655			2.53063533916499	0.252743823553089	11.966		--	--	
1.36655			2.53176854112596	0.253512150939132	12.006		--	--	
1.3676			2.53285731679964	0.253201541612065	12.045		--	--	
1.3684			2.5335910427936	0.253229072179553	12.085		--	--	
1.36945			2.53381153222118	0.253187838307526	12.124		--	--	
1.3705			2.53338617910335	0.252531310993282	12.149		--	--	
1.3712			2.53232129106114	0.251718368546499	12.167		--	--	
1.37235			2.53065060224469	0.251205935791507	12.184		--	--	
1.3734			2.52854133889117	0.25069969842818	12.201		--	--	
1.37445			2.52644564738027	0.249843122076252	12.218		--	--	
1.3756			2.5247023644112	0.249942301645	12.236		--	--	
1.3763			2.52336998826096	0.249672932288714	12.253		--	--	
1.37735			2.52249545032173	0.248830952138532	12.27		--	--	
1.3785			2.52204319703815	0.24905806744509	12.288		--	--	
1.37955			2.52159435273625	0.249194327287519	12.305		--	--	
1.3806			2.52085955799463	0.248474440715364	12.322		--	--	
1.3813			2.51983541490071	0.248740860307782	12.34		--	--	
1.38245			2.51862926836373	0.248888285629465	12.357		--	--	
1.3835			2.51773749122485	0.248815863474821	12.374		--	--	
1.38455			2.51721065077382	0.248665289609566	12.391		--	--	
1.3857			2.517059779376	0.248735730958429	12.409		--	--	
1.3864			2.51723448655545	0.248589227341886	12.426		--	--	
1.38745			2.51757618111326	0.24847876607048	12.443		--	--	
1.3885			2.5176413846239	0.248453272585891	12.461		--	--	
1.3893			2.51753704496663	0.248352214601007	12.478		--	--	
1.39035			2.51732353662551	0.248268264562306	12.495		--	--	
1.3914			2.51702193364968	0.248108121504595	12.512		--	--	
1.3925			2.51656397018343	0.248388271721986	12.53		--	--	
1.3936			2.5157163469745	0.248272396343972	12.547		--	--	
1.3943			2.51454925822679	0.247327786961705	12.564		--	--	
1.3954			2.51312289025019	0.247319249599041	12.582		--	--	
