t [s]	neMax [m^-3]	ne [10^19 m^-3]	TeMax [keV]	Zeff [s]	Ell [V/m]	ED [V/m]	Ell/ED [1]	Spri [a.u.]	Integrated Spri [a.u.]
1.3106	2.13294159665064E19	2.13294159665064	4.47493466220408	9.8449	0.163955081583847	2.23552067697925	0.0733408924695755	6.28546991284669E17	4.65445793209516E21
1.3113	2.13333670909685E19	2.13333670909685	4.4790637243336	9.8648	0.166188177786781	2.2338735764042	0.0743946208694089	7.29743815895412E17	4.65445840749694E21
1.31235	2.13371034057521E19	2.13371034057521	4.48389946577182	9.8846	0.168508932016118	2.23185523307392	0.0755017303626953	8.50058525089576E17	4.65445923689317E21
1.3134	2.13406092655942E19	2.13406092655942	4.48926523001815	9.9045	0.169844952577582	2.22955389671029	0.0761788951718944	9.26449857910021E17	4.65446016956007E21
1.31445	2.13438690252321E19	2.13438690252321	4.49492271780576	9.8366	0.170742691312244	2.2270878256449	0.0766663484691278	1.0178346720614E18	4.65446119030945E21
1.3155	2.13438835426317E19	2.13438835426317	4.50058978295888	9.7542	0.172655144225999	2.2242850278907	0.077622760599944	1.1994491769891E18	4.65446235438347E21
1.31655	2.13438969190023E19	2.13438969190023	4.50669929536643	9.6717	0.174951980531701	2.22127106526049	0.0787621030444493	1.44334625993537E18	4.65446374185108E21
1.3176	2.13438884402792E19	2.13438884402792	4.51326530051063	9.5893	0.178311980705803	2.21803862645726	0.0803917382586842	1.84229969678324E18	4.65446546681521E21
1.3183	2.13438373923977E19	2.13438373923977	4.52020017506605	9.5068	0.181334670386103	2.21463042300561	0.0818803302358697	2.28961953958624E18	4.65446691298694E21
1.31935	2.1343723061293E19	2.1343723061293	4.52695459235244	9.4244	0.183854339493188	2.21131425080396	0.083142565298598	2.74949584611433E18	4.65446955852252E21
1.3204	2.13435247329005E19	2.13435247329005	4.53273282269975	9.3419	0.185036976468781	2.20847479334193	0.0837849619233267	3.05483183649558E18	4.65447260579455E21
1.32145	2.13432216931554E19	2.13432216931554	4.53757449162392	9.2595	0.184529178497851	2.20608699036869	0.0836454678820314	3.09118864162469E18	4.6544758324553E21
1.3225	2.13427932279929E19	2.13427932279929	4.54152130649959	9.177	0.183592588560186	2.20412553895281	0.0832949781287917	3.05250767814482E18	4.65447905789587E21
1.32355	2.13422186233485E19	2.13422186233485	4.544614086263	9.0946	0.182496650319683	2.20256624860706	0.0828563728492147	2.98428656337468E18	4.65448222721284E21
1.3246	2.13414771651574E19	2.13414771651574	4.54688979111504	9.0121	0.180077914664898	2.20138738883409	0.0818020106675871	2.70648329304301E18	4.65448521486702E21
1.3253	2.13405481393547E19	2.13405481393547	4.54838449281822	8.9297	0.178737643609279	2.20056816517029	0.0812234069538345	2.6014702802217E18	4.65448707265077E21
1.32635	2.1343891119503E19	2.1343891119503	4.54935164652388	8.8473	0.176830327482382	2.20044498697438	0.0803611671862447	2.41419385168147E18	4.65448970587444E21
