t [s]	neMax [m^-3]	ne [10^19 m^-3]	TeMax [keV]	Zeff [1]	Ell [V/m]	ED [V/m]	Ell/ED [1]	Spri [a.u.]	int(Spri) [a.u.]
0.37355	7.70333615613665E19	7.70333615613665	2.81717759853655	6.4821	0.229176545558435	12.8248132382432	0.0178697764482868	7623449173.69466	6.55041109116578E19
0.37462	7.69397198104575E19	7.69397198104575	2.81850108127318	6.4894	0.228722205243526	12.8032085725166	0.0178644442092821	7398396406.19055	6.55041109116704E19
0.3757	7.68408628987841E19	7.68408628987841	2.81932751508161	6.4968	0.229049021685662	12.7830100160154	0.017918238458602	8066030982.17682	6.55041109116793E19
0.37641	7.67717592406891E19	7.67717592406891	2.81960438684645	6.5042	0.230876478546366	12.7702600415771	0.0180792307904995	10830709689.0503	6.55041109116939E19
0.37749	7.66638050804316E19	7.66638050804316	2.81931783139479	6.5115	0.230043568863502	12.7535990264326	0.018037541276523	9853803753.13893	6.55041109117109E19
0.37856	7.65519688323543E19	7.65519688323543	2.81856980125197	6.5189	0.228736025996857	12.7383740125504	0.0179564539219445	8315287329.8066	6.55041109117283E19
0.379635	7.64359048524452E19	7.64359048524452	2.81818296004358	6.5262	0.229877751994594	12.7208066715353	0.0180710042947968	10207610023.1982	6.55041109117454E19
0.38071	7.63169585894249E19	7.63169585894249	2.81819509407251	6.5336	0.228732458911658	12.7009564145709	0.0180090736040358	8916508838.51714	6.55041109117581E19
0.38143	7.62360172822006E19	7.62360172822006	2.81864477030227	6.541	0.228083575346537	12.685461741721	0.0179799190593431	8295178979.25746	6.55041109117792E19
0.3825	7.61126395259025E19	7.61126395259025	2.81971702801348	6.547	0.229518258263742	12.6601159141178	0.0181292382961357	10837463578.1415	6.55041109118E19
0.38358	7.59877125594377E19	7.59877125594377	2.82143832519174	6.5521	0.230093517574933	12.6316253386252	0.0182156699083964	12515449378.6296	6.55041109118188E19
0.38429	7.59036728318803E19	7.59036728318803	2.82350567144093	6.5571	0.229778388192293	12.60841666973	0.0182242064337816	12489942517.6401	6.55041109118374E19
0.385365	7.57769805180271E19	7.57769805180271	2.82590357734803	6.5622	0.230485016713332	12.5766907640221	0.0183263643066327	14794444934.8611	6.55041109118494E19
0.38644	7.56500720669521E19	7.56500720669521	2.8286170574339	6.5673	0.230881166330894	12.5435832336696	0.0184063167621164	16771341062.0877	6.55041109118658E19
0.387515	7.55235183222924E19	7.55235183222924	2.83143380260356	6.5723	0.22991825177616	12.5101416465715	0.0183785490421822	15576998547.3012	6.55041109118839E19
0.38859	7.53977482451194E19	7.53977482451194	2.83428981034026	6.5774	0.22972703014569	12.476723372944	0.0184124487879452	16207713730.3936	6.55041109119028E19
0.38931	7.53147016955252E19	7.53147016955252	2.83721522637701	6.5825	0.230509405576721	12.4501305167187	0.0185146175991634	19142687307.5604	6.55041109119192E19
0.39038	7.51964618665917E19	7.51964618665918	2.84022463246325	6.5875	0.230481260024574	12.4174134873341	0.0185611327398952	20364122194.1133	6.55041109119298E19
0.39146	7.50859556578581E19	7.50859556578581	2.84333697330898	6.5926	0.229219884047556	12.3855930394114	0.0185069768817827	18037453415.443	6.5504110911946E19
0.39253	7.49696582332921E19	7.49696582332921	2.84653994185826	6.5976	0.228408690414025	12.352494658584	0.0184908957038325	17112036233.9633	6.55041109119612E19
0.3936	7.4849281717863E19	7.4849281717863	2.84971609442498	6.6027	0.228194247539645	12.318915257703	0.018523891330201	17752348200.5961	6.55041109119783E19
0.39432	7.47666190257806E19	7.47666190257806	2.85239718612638	6.6078	0.226924914501246	12.293744093965	0.0184585682577079	15439688630.6449	6.5504110912002E19
0.395395	7.46395613467652E19	7.46395613467652	2.85454473301699	6.6128	0.226371499981357	12.2636190424456	0.018458784409224	15132006677.689	6.55041109120208E19
0.39647	7.45099015950268E19	7.45099015950268	2.85611903064093	6.6179	0.227352553212405	12.2355673712863	0.0185812840805357	18571602972.2876	6.55041109120488E19
0.397545	7.43776816046378E19	7.43776816046378	2.85676969522195	6.623	0.226224062639125	12.2110731443149	0.0185261409841319	16529256420.2972	6.55041109120821E19
0.39862	7.42439673051309E19	7.42439673051309	2.85656919478356	6.628	0.224828132593217	12.1899759335454	0.0184436896199701	14019919225.0841	6.55041109121181E19
0.39933	7.41541359448268E19	7.41541359448268	2.85608371914861	6.6331	0.225420966192849	12.1772962319131	0.0185115777673279	15719308823.2732	6.55041109121507E19
0.40041	7.40189100452242E19	7.40189100452242	2.85537854668962	6.6381	0.224544738058076	12.1580918302226	0.0184687483195269	14360404459.2025	6.55041109121736E19
0.40148	7.38836668546438E19	7.38836668546438	2.85451826541877	6.6432	0.224128954280557	12.1395347019708	0.0184627302267335	14039630675.3142	6.55041109122144E19
0.40256	7.37490944025945E19	7.37490944025945	2.85453047576602	6.6483	0.225363053651229	12.1173717989994	0.0185983443761162	17729906465.1819	6.55041109122532E19
0.40363	7.36156124231725E19	7.36156124231725	2.85559062420805	6.6533	0.227701484044413	12.0909495175401	0.0188323906004313	26489514348.359	6.55041109122908E19
0.40435	7.35276591307553E19	7.35276591307553	2.85755623960454	6.6584	0.227224615423141	12.0681966702146	0.0188283818728238	25838364554.9959	6.55041109123361E19
0.40542	7.33978351147282E19	7.33978351147282	2.86035991424385	6.6634	0.226902384752666	12.0350803255352	0.0188534167296948	26403767356.9358	6.55041109123682E19
0.4065	7.32705785894687E19	7.32705785894687	2.86393738519483	6.6685	0.228381416538278	11.9992065219258	0.0190330432367309	35252211191.7597	6.55041109124145E19
0.40757	7.31472237799218E19	7.31472237799218	2.86726495329145	6.6736	0.227226245417626	11.9651031538918	0.0189907468824218	31984625844.5966	6.55041109124643E19
0.40865	7.30275442247476E19	7.30275442247476	2.87017990032013	6.6786	0.225961846879136	11.9333946505991	0.0189352530017762	28391377739.9714	6.55041109125161E19
0.40936	7.29505157363257E19	7.29505157363257	2.8727340114594	6.6837	0.227300729521769	11.9102088259015	0.0190845293180294	36108364044.2773	6.55041109125617E19
0.410435	7.28389179687928E19	7.28389179687928	2.87498406724168	6.6888	0.227603032492903	11.8826818475372	0.0191541804630641	39899017881.7278	6.55041109125854E19
0.41151	7.27265115518213E19	7.27265115518213	2.87698166379745	6.6938	0.225766542368715	11.8561064043488	0.0190422162781791	32282169712.504	6.55041109126157E19
0.412585	7.26100672362303E19	7.26100672362302	2.8792198820853	6.6989	0.226426107142608	11.8279214620338	0.0191433556495457	37667643109.4428	6.55041109126439E19
0.41366	7.24909501041189E19	7.24909501041189	2.88176808321609	6.7039	0.227482400199892	11.7980760328987	0.0192813132891806	46653136723.968	6.55041109126662E19
0.41438	7.24100665285729E19	7.24100665285729	2.88456929236613	6.709	0.226493214495328	11.7734676928872	0.0192375959575752	42473769758.7901	6.55041109126869E19
0.41545	7.22870904364216E19	7.22870904364216	2.88761784158998	6.7209	0.226341073504172	11.7410639635634	0.0192777310647985	44042766512.54	6.55041109127E19
0.41652	7.21629282007508E19	7.21629282007508	2.89090523829082	6.7504	0.226817536477668	11.7075687650707	0.0193735814009801	48964361757.9952	6.55041109127205E19
0.4176	7.20379801636498E19	7.20379801636498	2.89482303269162	6.7799	0.226222727328182	11.6714800962938	0.019382522650235	46929467498.9382	6.55041109127467E19
0.41867	7.191296098778E19	7.191296098778	2.89928030900177	6.8094	0.224497016601953	11.6333124038634	0.0192977725353097	38339100190.6461	6.5504110912781E19
0.41939	7.18298771682293E19	7.18298771682293	2.90402928088925	6.8389	0.221991861761855	11.6008699611186	0.0191357943417934	27416496075.8236	6.55041109128234E19
0.420465	7.17062023878225E19	7.17062023878225	2.9089863442655	6.8684	0.222027019665076	11.5611614440892	0.0192045600901621	29041109876.287	6.55041109128555E19
0.42154	7.15839431416477E19	7.15839431416477	2.91407298477421	6.8979	0.220235988493901	11.5213035364149	0.0191155443303625	23421961433.0028	6.55041109129104E19
0.42261	7.1464150191232E19	7.1464150191232	2.91841145881579	6.9274	0.218316779163841	11.4849243182062	0.0190089871831162	18326846112.7527	6.55041109129697E19
0.42369	7.13468877797989E19	7.13468877797989	2.92217906839228	6.9569	0.218589942125626	11.4512958171428	0.0190886643412349	19905006008.3679	6.55041109130274E19
0.4244	7.12707095883738E19	7.12707095883738	2.92584710500176	6.9864	0.217392226927841	11.4247283108051	0.0190282185285965	16954841405.9597	6.55041109130968E19
0.42548	7.11599949279067E19	7.11599949279067	2.92949250594962	7.0159	0.218553376329451	11.3927860835985	0.0191834881060471	21024183864.9471	6.55041109131578E19
0.42655	7.10532974794231E19	7.10532974794231	2.93319224349619	7.0454	0.220224788327114	11.3613551444565	0.0193836725924871	28039145272.5226	6.55041109132675E19
0.427625	7.09523184238879E19	7.09523184238879	2.93731032190598	7.0749	0.2216173712741	11.3293028247159	0.019561430628425	35761900108.509	6.5504110913405E19
0.4287	7.08564715850867E19	7.08564715850867	2.94142567266435	7.1044	0.222645019675752	11.298169069007	0.0197062920828924	43019933802.782	6.55041109135293E19
0.42942	7.07963048939172E19	7.07963048939172	2.94482726107562	7.1339	0.223057814601236	11.2755358970763	0.0197824579370169	46324077223.6273	6.5504110913757E19
0.43049	7.06719580320761E19	7.06719580320761	2.94744712917894	7.1634	0.224174214294056	11.2457267384322	0.0199341687298822	56261541790.4917	6.55041109140412E19
0.43157	7.05648000324754E19	7.05648000324754	2.94921277865651	7.1929	0.223689952768524	11.2219527043099	0.0199332467942601	53524598704.4526	6.55041109144308E19
0.43264	7.04553202034542E19	7.04553202034542	2.94995420056569	7.2224	0.223706082243236	11.2017260013538	0.01997067971634	54329885536.6114	6.55041109149163E19
0.43371	7.03444830765652E19	7.03444830765652	2.95005591306704	7.2519	0.225948030673598	11.1837183447207	0.0202033012374866	75334840162.218	6.55041109152704E19
0.43443	7.02699646632099E19	7.02699646632099	2.95010656220962	7.2814	0.227603691538335	11.1716792288595	0.0203732748565114	94295395531.5105	6.55041109158683E19
0.435505	7.01577467157016E19	7.01577467157016	2.95013937354901	7.3108	0.228639532409761	11.1537145110841	0.0204989586368334	109657447521.872	6.55041109165944E19
0.43658	7.00455052454419E19	7.00455052454419	2.95019215698269	7.3403	0.230702251153977	11.1356710669562	0.0207174089254988	146317278432.955	6.55041109174462E19
0.4373	6.99709397865837E19	6.99709397865837	2.95088212840702	7.3698	0.23301681572807	11.1212158678117	0.0209524586607922	198841121427.123	6.55041109185364E19
0.43837	6.98599850459374E19	6.98599850459374	2.95227993498379	7.3993	0.23388395423749	11.0983234893423	0.0210738094327569	226780077112.791	6.55041109194947E19
0.43944	6.9750340557656E19	6.9750340557656	2.95445393956871	7.4288	0.235984247080374	11.0727510211115	0.021312160512816	304511568309.974	6.55041109214375E19
0.44052	6.96429590919165E19	6.96429590919165	2.95739793328847	7.4583	0.238244828098551	11.044698796173	0.0215709665329309	416940585878.491	6.55041109239417E19
0.44159	6.95378882098791E19	6.95378882098791	2.9611090006088	7.4878	0.239288710199184	11.0142144723311	0.0217254449511859	490435479743.53	6.55041109272829E19
0.44231	6.94696592141382E19	6.94696592141382	2.96500222371752	7.5173	0.239175386209941	10.988959451087	0.0217650622221818	493148545117.92	6.55041109317181E19
0.443385	6.93705432746215E19	6.93705432746215	2.96901587304362	7.5468	0.240765780184084	10.9584467616587	0.0219707943489284	619361191425.314	6.55041109349015E19
0.44446	6.92750716939234E19	6.92750716939234	2.97307252336884	7.5763	0.241881111097413	10.9284333133757	0.022133191845657	731388295934.449	6.55041109395981E19
0.44553	6.91847807688341E19	6.91847807688341	2.97720772533564	7.6058	0.242994650584019	10.8990302433399	0.0222950707685672	860919308978.703	6.55041109453195E19
0.44661	6.90991345339006E19	6.90991345339006	2.98145569518117	7.6353	0.24526032763049	10.8700282720977	0.0225629889353691	1157971459440.23	6.55041109523941E19
0.44732	6.90454113738647E19	6.90454113738647	2.98579717593118	7.6648	0.24757724225031	10.8457838360755	0.0228270492932758	1541260706310.41	6.55041109604694E19
0.4484	6.89703882943591E19	6.89703882943591	2.98990552200851	7.6942	0.249912801380278	10.8191123718172	0.0230991963842873	2056625941014.15	6.5504110966145E19
0.44947	6.89013436801257E19	6.89013436801257	2.99344970244597	7.6685	0.251407187496643	10.7954848416004	0.0232881793810543	2624114706138.72	6.5504110974664E19
0.450545	6.87982664280746E19	6.87982664280746	2.99639943110816	7.6427	0.253501166887167	10.7687232244876	0.0235405035121263	3591977603134.85	6.55041109836631E19
0.45162	6.87161895446636E19	6.87161895446636	2.99874313848861	7.6169	0.255247012126761	10.747469654093	0.0237494982858179	4659574750946.75	6.55041109938618E19
0.45234	6.86595453021423E19	6.86595453021423	3.00077986245226	7.5912	0.253683381733271	10.7313216486209	0.0236395282929454	4183247395589.51	6.55041110056894E19
0.45341	6.8572142095412E19	6.8572142095412	3.00272984220752	7.5654	0.253898415291962	10.7107006639591	0.0237051172708352	4595385910580.96	6.55041110146808E19
0.45449	6.84826792435855E19	6.84826792435855	3.00480892574694	7.5396	0.255720264012083	10.6893256504878	0.0239229557011778	5999884087918.87	6.5504111030743E19
0.45556	6.83912076321674E19	6.83912076321674	3.00699846984699	7.5139	0.256791531760338	10.6672749982805	0.0240728332026437	7223708063336.77	6.55041110491431E19
0.45663	6.82985816504984E19	6.82985816504984	3.00929885930341	7.4881	0.256907076139933	10.6446844101638	0.0241347762170039	7870185750984.89	6.5504111069214E19
0.45735	6.82363128811201E19	6.82363128811201	3.01186625303307	7.4624	0.256315929521616	10.625913967685	0.0241217772232215	7895552658222.4	6.55041110905402E19
0.458425	6.81425851920769E19	6.81425851920769	3.014835572198	7.4366	0.255638567492422	10.6008673642415	0.0241148727466144	7953629774544.33	6.5504111105835E19
0.4595	6.804891016591E19	6.804891016591	3.01832124736746	7.4108	0.255813276931666	10.5740689770286	0.0241925107058978	8788967605862.72	6.55041111290082E19
0.460575	6.7955866765117E19	6.7955866765117	3.02232203064967	7.3851	0.256420434493628	10.5456328020199	0.0243153198397458	10185261217800.8	6.55041111517908E19
0.46165	6.78637813020457E19	6.78637813020457	3.0267389269995	7.3593	0.25702606099724	10.5159743471086	0.0244414880175046	11819557958259.4	6.55041111739636E19
0.46236	6.78032810837142E19	6.78032810837142	3.03071252960248	7.3335	0.257620420511311	10.4928240838563	0.0245520575254542	13508333391087.8	6.55041111966283E19
0.46344	6.77143185292136E19	6.77143185292136	3.03376499115931	7.3078	0.258686531754274	10.4685131417136	0.0247109143631383	16236480829967.5	6.55041112107528E19
0.46451	6.76275209455619E19	6.76275209455619	3.03554013789729	7.282	0.259133230670806	10.4489803784453	0.0247998580995863	18156314670289	6.55041112316642E19
0.46559	6.75439953722497E19	6.75439953722497	3.03603947550095	7.2562	0.259017329582691	10.4343586028441	0.0248235027605904	19012042996980.7	6.55041112542729E19
0.46666	6.74635400446318E19	6.74635400446318	3.03532135281489	7.2305	0.259450489151416	10.4243953812624	0.0248887805635013	20849959095330.3	6.55041112784798E19
0.46738	6.74122014552508E19	6.74122014552508	3.03376776949539	7.2047	0.259476157502306	10.4217968353899	0.0248974492211543	21635688318634.7	6.55041113031622E19
0.46845	6.73390936521485E19	6.73390936521485	3.03202593016583	7.179	0.259092075257056	10.4164751340527	0.0248732965732385	21678680614749.8	6.55041113191198E19
0.46953	6.72702631278676E19	6.72702631278676	3.03053860745298	7.1532	0.258132111431736	10.4109349091389	0.0247943257435163	20511238839158.6	6.550411134187E19
0.4706	6.71804110688589E19	6.71804110688589	3.02936347586215	7.1274	0.257841181933887	10.4010623020931	0.0247898891906455	20933216167570.6	6.55041113655031E19
0.47168	6.71178294556633E19	6.71178294556633	3.02856282336972	7.1017	0.257463504000714	10.3941203763822	0.0247701098965267	21038576915630	6.55041113901626E19
0.47239	6.70729487831584E19	6.70729487831584	3.02823547490671	7.0759	0.25592340953343	10.3882928261247	0.0246357523624891	18748595087341	6.55041114178489E19
0.473465	6.70013660311281E19	6.70013660311281	3.02817493817343	7.0501	0.256135619229795	10.3774135050496	0.0246820288220336	20156476561998.8	6.55041114380109E19
0.47454	6.69259195793991E19	6.69259195793991	3.02825496928334	7.0244	0.256436457340375	10.3654541393889	0.0247395293917623	21906091003616.4	6.55041114649982E19
0.475615	6.68462405684079E19	6.68462405684079	3.02848921231929	6.9986	0.256427763411495	10.3523127155277	0.0247700944183102	23130133035828.5	6.55041114871516E19
0.47669	6.6763653162296E19	6.6763653162296	3.02906057926181	6.9728	0.255702036898977	10.3375722793359	0.0247352115167416	22790476628784.1	6.550411150626E19
0.47741	6.67069213238569E19	6.67069213238569	3.03074072805339	6.9471	0.254582401398373	10.3230620562797	0.0246615200035058	21536372912467.3	6.55041115222829E19
0.47848	6.66197908669406E19	6.66197908669406	3.03340773145276	6.9213	0.253610789164992	10.3005141134888	0.0246211777752803	20987328131924.6	6.55041115309062E19
0.47956	6.65310257543408E19	6.65310257543408	3.03695657808499	6.8955	0.253637665613606	10.2747689035394	0.0246854861646799	22777711038619.9	6.55041115437205E19
0.48063	6.64408143874978E19	6.64408143874978	3.04130387300866	6.8698	0.253038707251768	10.2461700167886	0.0246959309514832	23314797174299.6	6.55041115557711E19
0.4817	6.63499236695492E19	6.63499236695492	3.04614026198736	6.844	0.254136552284604	10.2159076073814	0.0248765515558285	28435269326862.1	6.550411156271E19
0.48242	6.62891423192292E19	6.62891423192292	3.0505608198684	6.856	0.25349623409869	10.1917588163472	0.0248726680709997	27570358339768.8	6.5504111572328E19
0.483495	6.61981666385066E19	6.61981666385066	3.05443549762743	6.9114	0.251624777799706	10.1648606513544	0.0247543755325539	22638494676752	6.5504111581373E19
0.48457	6.61077853461157E19	6.61077853461157	3.0577042318795	6.9667	0.249807033342818	10.1401308624795	0.0246354841698496	18577145673663.1	6.55041115885228E19
0.485645	6.60187441045007E19	6.60187441045007	3.06037256444091	7.0221	0.2490752790332	10.1176437670835	0.0246179134951891	16973337704727.4	6.5504111593612E19
0.48672	6.59312525557952E19	6.59312525557952	3.06243816352509	7.0775	0.24660006241228	10.0974200720626	0.0244220861024261	12836723151390.6	6.55041115961838E19
0.48743	6.58742233476474E19	6.58742233476474	3.06388009315495	7.1328	0.245832187855619	10.0839380482552	0.0243785896620175	11454382897557.8	6.55041115992019E19
0.48851	6.57911049241984E19	6.57911049241984	3.06492289957151	7.1882	0.246714843041436	10.0677877708195	0.0245053678779875	12275651394340.4	6.55041116015245E19
0.48958	6.57108099330962E19	6.57108099330962	3.06567537511033	7.2436	0.245291433123014	10.0530323622548	0.0243997456970285	10248999280083.7	6.55041116036498E19
0.4903	6.56330970664584E19	6.56330970664583	3.06617252016464	7.2989	0.244394005685523	10.0395150896761	0.024343208163195	9025707774948.93	6.5504111605765E19
0.491375	6.55498146420351E19	6.55498146420351	3.06651670438889	7.3543	0.244496508378578	10.0256504590478	0.0243870968150428	8868138657678.74	6.55041116071543E19
0.49245	6.54615671616246E19	6.54615671616246	3.0669396939694	7.4097	0.243746719328471	10.0107724004509	0.024348442815211	7959773828469.17	6.55041116091157E19
0.49352	6.53677071351615E19	6.53677071351615	3.06747805207705	7.465	0.240465895840936	9.99466434397153	0.0240594268666939	5404350066226.46	6.55041116110912E19
0.4946	6.52698320910014E19	6.52698320910014	3.06814961360214	7.5204	0.238044616576891	9.9775149640267	0.0238581066964215	4020069441837.99	6.55041116131445E19
0.49531	6.52021692826219E19	6.52021692826219	3.06896251430968	7.5758	0.236400275583014	9.96453156053088	0.0237241734994735	3224373349619.93	6.55041116151325E19
0.49639	6.50975309207884E19	6.50975309207884	3.07013421419812	7.6311	0.23388777008602	9.9447433809597	0.0235187335787692	2364704357515.66	6.55041116164767E19
0.49746	6.49901442589785E19	6.49901442589785	3.07219168013889	7.6865	0.232450605112092	9.92168919105432	0.0234285312345479	1976599965146.41	6.55041116184387E19
0.498535	6.48799159961293E19	6.48799159961293	3.0754078966149	7.7419	0.232440508818759	9.89450288756197	0.0234918834690475	1977577826226.4	6.55041116202103E19
0.49961	6.47678894715938E19	6.47678894715938	3.079854703917	7.7972	0.232266073929698	9.86315691826305	0.0235488572121999	1957665423804.2	6.55041116220125E19
0.50033	6.46922701803045E19	6.46922701803045	3.08551012674083	7.8526	0.231978194001251	9.83358421363321	0.0235904009119724	1901369420924.19	6.55041116239937E19
0.5014	6.45779138501171E19	6.45779138501171	3.09198185401064	7.908	0.23115097002144	9.79565544270827	0.0235972948796913	1764854194489.61	6.55041116254049E19
0.50248	6.44630259759638E19	6.44630259759638	3.09845769256537	7.9633	0.231518233267678	9.75779170756263	0.0237264988028227	1893490254862.24	6.55041116278423E19
0.50355	6.43480674457847E19	6.43480674457847	3.10398354495644	8.0187	0.231574796758828	9.72305010792591	0.0238170938325265	1944522464853.6	6.55041116307227E19
0.50462	6.423352740993E19	6.423352740993	3.10830187329413	8.0741	0.230702419345409	9.69225892878908	0.0238027503227498	1771313525818.98	6.5504111633791E19
0.50534	6.41577102817683E19	6.41577102817683	3.11139279986251	8.1295	0.231636898654527	9.67120166919505	0.0239512013685272	1962597894634.59	6.55041116367123E19
0.506415	6.4045273952283E19	6.4045273952283	3.11331175301996	8.1848	0.230417521346353	9.64830230142493	0.0238816647890814	1687655620704.37	6.55041116387392E19
0.50749	6.39345228348426E19	6.39345228348426	3.11417729763268	8.2402	0.230111636579398	9.62894086853812	0.0238979177171262	1608285160554.96	6.55041116420292E19
0.508565	6.38264720063898E19	6.38264720063898	3.114995494598	8.2956	0.230882807997728	9.6101428337348	0.024024909097839	1744589167406.27	6.55041116455234E19
0.50964	6.37210564282721E19	6.37210564282721	3.11603578134513	8.3509	0.231866363572694	9.59106771366004	0.0241752399727571	1941497902956.89	6.55041116492678E19
0.51035	6.36332536178299E19	6.36332536178299	3.11736865036018	8.4063	0.232386734192119	9.57375681812931	0.0242733065615434	2033535460738.87	6.55041116537309E19
0.51143	6.3527840389793E19	6.3527840389793	3.11915673829519	8.4617	0.234118873555831	9.55241801572861	0.0245088597641289	2480299186348.65	6.55041116570632E19
0.5125	6.34194982281136E19	6.34194982281136	3.1216314702344	8.517	0.235474117197196	9.52856711028104	0.024712437292185	2903596303664.35	6.55041116623182E19
0.51358	6.33080898253128E19	6.33080898253128	3.12434985246098	8.5724	0.235073440650458	9.50355247801819	0.0247353230483217	2778310586099.58	6.55041116685098E19
0.51465	6.31947043703605E19	6.31947043703605	3.12721778478819	8.6278	0.234733307827377	9.47783153610972	0.0247665625763724	2682162624240.1	6.55041116762604E19
0.51537	6.31180604438164E19	6.31180604438164	3.13022896571211	8.6487	0.235320973287827	9.45723029829211	0.0248826523057521	2948109904048.32	6.55041116853857E19
0.51644	6.30019900598821E19	6.30019900598821	3.13351659282433	8.6127	0.235175148729614	9.42993490767221	0.0249392123097558	3201483484804.66	6.55041116929641E19
0.51752	6.28852117991174E19	6.28852117991174	3.13727959854238	8.5767	0.23446923429865	9.40116615645307	0.0249404414725409	3269267418869.9	6.55041117076136E19
0.51859	6.27681436182468E19	6.27681436182468	3.14103095494016	8.5407	0.234723900337235	9.37245780553878	0.0250440071545077	3729578663018.01	6.55041117243908E19
0.51967	6.26513194420368E19	6.26513194420368	3.14461783576416	8.5047	0.235553317449482	9.34434305643148	0.0252081196106512	4535367499417.79	6.55041117432861E19
0.52038	6.25738637391959E19	6.25738637391959	3.14794350435044	8.4688	0.235403344496175	9.32293096663871	0.0252499289481543	4851397485791.42	6.55041117644419E19
0.521455	6.24587967476285E19	6.24587967476285	3.15064260251268	8.4328	0.23470678669314	9.29781494341321	0.0252432198448316	4925354230903.12	6.55041117787614E19
0.52253	6.23452429360431E19	6.23452429360431	3.15227684409218	8.3968	0.236524160355848	9.27609943982716	0.0254982346718197	6593999705104.94	6.55041118001048E19
0.523605	6.22341755253671E19	6.22341755253671	3.15369517097341	8.3608	0.237308395959315	9.25540980988985	0.0256399663368488	7825673974988.63	6.55041118223351E19
0.52468	6.21255731761639E19	6.21255731761639	3.15504803451219	8.3248	0.237980964297126	9.23529683518458	0.02576863186362	9151578604216.2	6.55041118470556E19
0.5254	6.2055079395869E19	6.2055079395869	3.1563970821354	8.2888	0.239766987896027	9.22087486257503	0.0260026289771239	11899667737257.1	6.55041118763965E19
0.52647	6.19526763449331E19	6.19526763449331	3.1578845767101	8.2529	0.241483598997527	9.20132236378912	0.0262444450319295	15482404283664.9	6.55041118982533E19
0.52754	6.18540075307913E19	6.18540075307913	3.15966315048981	8.2169	0.24096627347663	9.18149672133987	0.0262447704105334	15877009303126.4	6.55041119343745E19
0.52862	6.17606014385742E19	6.17606014385742	3.16146166170015	8.1809	0.24198528501315	9.16241635325631	0.0264106405650458	19114184933136.1	6.5504111972621E19
0.52969	6.16718814646423E19	6.16718814646423	3.16326632265168	8.1449	0.241892350040628	9.14403471280173	0.0264535686530123	20429310900210.6	6.550411201427E19
0.53041	6.15918562588731E19	6.15918562588731	3.16509043545131	8.1089	0.240674360915098	9.12690637247592	0.0263697633231893	19347307594706.4	6.55041120627406E19
0.531485	6.14883277715484E19	6.14883277715484	3.16690344801471	8.0729	0.240383699910117	9.10634888590201	0.0263973742849088	20361230674046	6.55041121014553E19
0.53256	6.13844622418148E19	6.13844622418148	3.16867343219759	8.0369	0.239901377398257	9.08588841501153	0.0264037336185966	20997418735242.3	6.55041121676114E19
0.53363	6.12806957841173E19	6.12806957841173	3.17053048013539	8.001	0.240865395826446	9.0652165048862	0.0265702860705663	25209131526173.5	6.55041122482236E19
0.53471	6.11774248840868E19	6.11774248840868	3.17251212587278	7.965	0.241466532658173	9.04428684032175	0.026698239111751	29126005025079.1	6.55041123097875E19
0.53542	6.11091392669766E19	6.11091392669766	3.17465023084833	7.929	0.241826946716237	9.02810723404954	0.0267860073487148	32442219061790.5	6.5504112402288E19
0.5365	6.10079696157146E19	6.10079696157146	3.17740055228824	7.893	0.241581466450853	9.00535900127918	0.0268264115196893	34448903957141.1	6.55041124972244E19
0.53757	6.0908405655554E19	6.09084056555541	3.18117133111369	7.857	0.241407773342447	8.98000539204438	0.0268828093974549	37039978433361.2	6.55041126077889E19
0.538645	6.08113691843179E19	6.08113691843178	3.18526920235713	7.821	0.24137697391737	8.95416442569197	0.0269569512510618	40446560477327.7	6.550411272905E19
0.53972	6.07167710042591E19	6.07167710042591	3.18955883530101	7.7851	0.242518492043457	8.92821161620633	0.0271631657568736	49731324565587.7	6.55041128105501E19
0.54044	6.06555623561371E19	6.06555623561371	3.19392672568228	7.7491	0.243224982111594	8.90701350827123	0.027307130710617	57809285089877.8	6.55041129324747E19
0.54151	6.05669508918677E19	6.05669508918677	3.19771003061471	7.7131	0.243676649900891	8.88347853355938	0.0274303189882597	65847075356324.8	6.55041130576691E19
0.54259	6.04818878522104E19	6.04818878522104	3.20036733954949	7.6771	0.245295728239727	8.86363644872512	0.0276743895870197	83434771903847.8	6.55041131810762E19
0.5433	6.04277760533124E19	6.04277760533124	3.20253039944771	7.6411	0.245412311064166	8.84972501044451	0.0277310663070919	89984632297827.8	6.55041132988017E19
0.544375	6.03509199963136E19	6.03509199963136	3.20425130949988	7.6051	0.24376511457532	8.83372245824241	0.027594835102372	82109372791878.3	6.5504113382967E19
0.54545	6.02787224973613E19	6.02787224973613	3.20557875583675	7.5692	0.244530974594173	8.81950100806116	0.0277261689035092	94516518889429.3	6.55041135083926E19
0.546525	6.02128685710148E19	6.02128685710148	3.20660478649807	7.5332	0.245568163458443	8.8070468584025	0.0278831448732619	111184782881436	6.55041136169631E19
0.5476	6.01525058027907E19	6.01525058027907	3.20740552375626	7.4972	0.245255361334488	8.79602138811523	0.027882533535658	114417191517883	6.55041137079182E19
0.54832	6.01161560071884E19	6.01161560071884	3.20808488140076	7.4643	0.244540899840482	8.78884444842437	0.0278240104572931	111972023379178	6.55041137874881E19
0.54939	6.00678856886439E19	6.00678856886439	3.20868992918709	7.5233	0.245295783140149	8.78013149735693	0.0279375978838118	115924491498317	6.5504113832817E19
