time	neMax	n	TeMax	Ell	Zeff	ED	Ell/ED	a	b	c	d	Spri	Integrated Spri
1.2333	2.40676642939115E19	2.40676642939115	3.25902258060758	0.230636617478569	20	3.46364203336921	0.0665878907971965	13067714717336.4	42941.8913884316	4.53887823279479E-10	0.268811252213899	68466289.1227108	1000345872.1661
1.23445	2.40547473136447E19	2.40547473136447	3.25987732384889	0.229542446110823	20	3.46087543299003	0.066324966198656	13048558042291.9	43616.0834954444	4.31730750622351E-10	0.266529514087186	65488867.1293084	1000430382.38642
1.2355	2.40390187852869E19	2.40390187852869	3.26011497033198	0.229470719526991	20	3.45836037586218	0.0663524602955187	13030074788495.3	43544.9645448688	4.34002790781383E-10	0.266732946623659	65683159.4193151	1000518233.18504
1.23655	2.40207791724907E19	2.40207791724907	3.25966615748954	0.22875766140699	20	3.45621215298719	0.0661873899173914	13012996256820.3	43974.1479147593	4.20516527189893E-10	0.265405065128154	63865602.5334544	1000585376.54304
1.2376	2.40032171114851E19	2.40032171114851	3.25846345314143	0.227880223059241	20	3.45496000979133	0.0659574126512116	13001169912013.8	44580.9718503995	4.02335814111716E-10	0.26361423606847	61473723.4436374	1000676199.73229
1.2383	2.39863553570214E19	2.39863553570214	3.25623490543229	0.226567915585936	20	3.45489586608657	0.0655787972685193	12996240651148.6	45603.0538022854	3.73892778093356E-10	0.260684597449596	57766242.4859133	1000771073.03501
1.23935	2.39702166638507E19	2.39702166638507	3.25318318550302	0.225158962698467	20	3.45581007551345	0.0651537433419324	12997024859252.2	46785.7633700633	3.44062014330149E-10	0.257442704273184	53861071.1299568	1000864800.28086
1.2404	2.39548237867241E19	2.39548237867241	3.25047904392381	0.223601842898887	20	3.45646398360476	0.0646909222718681	12996538993917.5	48117.6421460342	3.13959250272253E-10	0.253832092106054	49836996.9210042	1000957621.1156
1.24145	2.39401994803929E19	2.39401994803929	3.24822208803405	0.222427737286176	20	3.45675401074253	0.0643458390718397	12994206543004.6	49141.7542116403	2.93034350495246E-10	0.251156386015406	46996247.1488914	1001053754.69712
1.2426	2.39263664996083E19	2.39263664996083	3.24650861231754	0.22244878280041	20	3.45658003712549	0.0643551662079838	12989471209068.6	49113.7164284677	2.93583506974041E-10	0.251418467420735	47089393.7040759	1001151943.30226
1.2433	2.39133475991214E19	2.39133475991214	3.24600729393328	0.222114927374245	20	3.45523277946866	0.0642836363136152	12978345312643.3	49329.2526257316	2.89394878847384E-10	0.250866379989966	46479041.7099782	1001217742.76193
1.24435	2.39011655336834E19	2.39011655336834	3.24667606605321	0.221984669537384	20	3.45276122684857	0.064291926071006	12961119925468.9	49304.212976605	2.89877622121761E-10	0.250865121452577	46470948.2135707	1001324226.48052
1.2454	2.38898430580455E19	2.38898430580455	3.24776784843533	0.222592538353059	20	3.449965438645	0.0645202226838782	12942314081818.2	48620.8515180071	3.03451191915557E-10	0.252680142014273	48249682.0189492	1001437217.57637
1.24645	2.38787527905839E19	2.38787527905839	3.24921891062893	0.222736120839579	20	3.44682387976007	0.0646206851900667	12921639765364.1	48323.901212601	3.09597748458608E-10	0.253373848873026	48982302.8917141	1001549489.99173
1.2475	2.38685105929182E19	2.38685105929182	3.25096933722499	0.223909065274718	20	3.44349036534851	0.0650238686676438	12900131523955	47154.7917528627	3.35371101950362E-10	0.256587143623707	52345638.2386448	1001664117.0413
1.24855	2.38591382104277E19	2.38591382104277	3.25181548387849	0.22425577749511	20	3.44124254939617	0.0651670942330001	12884971809584	46748.0334835543	3.4496644830742E-10	0.257701947830787	53547768.558722	1001742503.2414
1.2496	2.38506573884919E19	2.38506573884918	3.2514817089476	0.224874736292136	20	3.44037247548814	0.0653634854639482	12877796078170.2	46197.4112432614	3.58512025198483E-10	0.259389057221693	55324125.9612637	1001861392.34152
1.2503	2.384308987249E19	2.384308987249	3.24982607406372	0.225324165951803	20	3.44103304150727	0.0654815467430399	12879461410345.9	45870.3142761133	3.66875999296382E-10	0.260559053474254	56474824.1507445	1001980985.7537
1.2514	2.38364574078016E19	2.38364574078016	3.24689891144454	0.226447659529073	20	3.44317716125077	0.0657670659754299	12889707993750.1	45091.1861334406	3.8780936733918E-10	0.263270406308789	59341029.5939025	1002102675.90828
1.2525	2.38307817398059E19	2.38307817398059	3.24274640939822	0.227756773451571	20	3.44676542477608	0.06607840841573	12908325444805.5	44260.4095073757	4.11813880843627E-10	0.266327564905225	62661737.5772392	1002227966.04289
1.25355	2.38260846138824E19	2.38260846138824	3.23879443051101	0.228999712655484	20	3.45029097215905	0.0663711305809624	12926861408736.9	43496.753026187	4.35551576825764E-10	0.269204037631966	65928180.6324797	1002311632.07095
1.2546	2.38223877754104E19	2.38223877754104	3.23558288314268	0.230361899517621	20	3.45317975657831	0.0667100804928506	12942095327505.3	42633.0209753826	4.64517055959372E-10	0.272381388292283	69811954.3759941	1002447922.38732
1.2553	2.38216373897645E19	2.38216373897645	3.23395717639725	0.231711326117971	20	3.45480683927027	0.0670692565164985	12951039586898.3	41741.0865569584	4.9702457494201E-10	0.275546813389906	74035776.601374	1002571626.40748
1.25635	2.38217525952924E19	2.38217525952924	3.23392377257143	0.23185538876685	20	3.45485923285166	0.0671099379570019	12951365517261.1	41641.544385542	5.00828184666604E-10	0.27588827721579	74518550.2159438	1002693140.99625
1.2574	2.38227584068602E19	2.38227584068602	3.23549236729498	0.23286353463495	20	3.45333008890007	0.0674315888259382	12943041160919.8	40864.8953793448	5.31802835597426E-10	0.278382328309226	78303114.2791233	1002817222.32207
1.25845	2.38246798393343E19	2.38246798393343	3.23753979417359	0.233968018532541	20	3.45142454913177	0.067788826092518	12932851247590.9	40023.4875300494	5.68141970645705E-10	0.281109292293555	82668733.9579914	1002944778.444
1.2595	2.3827541907581E19	2.3827541907581	3.23961699014562	0.234411166372491	20	3.44962590034148	0.0679526340375883	12923519158981.8	39644.9349828174	5.85513150713981E-10	0.282230864386345	84666120.5604566	1003072690.34298
1.2603	2.38313696264666E19	2.38313696264666	3.24096919041419	0.23397880516743	20	3.44874056987552	0.0678447103882549	12919581929221.2	39893.8341546468	5.7401730430119E-10	0.281192527093826	83192274.4372136	1003160661.65155
1.26135	2.38361880108573E19	2.38361880108573	3.24162388413599	0.235693947120182	20	3.44874119430331	0.0683420221585502	12920891455773.9	38762.9382560297	6.28667686914873E-10	0.285211289648005	89804276.5173006	1003293707.7978
1.2624	2.38420220756195E19	2.38420220756195	3.24160671659399	0.236017046534547	20	3.44960356553028	0.0684186000075248	12927319871103.6	38592.388058704	6.37471621774436E-10	0.28584148070446	90906776.2844901	1003436324.59332
1.26345	2.38488968356194E19	2.38488968356194	3.2416352986755	0.23524119555233	20	3.45056782157583	0.0681746331955586	12934604964888.8	39139.0415041826	6.09789895415868E-10	0.283835144080215	87621311.0403436	1003566715.979
1.2645	2.38568373057234E19	2.38568373057234	3.24160433557919	0.235702885168451	20	3.4517496552678	0.0682850463412777	12943404977052.5	38890.4453650925	6.22185952361198E-10	0.284745696189023	89180278.937943	1003697448.30425
1.26555	2.38658685007976E19	2.38658685007976	3.2411958249223	0.236972783027389	20	3.45349155541539	0.0686183183670432	12955655441692.3	38151.9923307649	6.60937578847667E-10	0.287523468628483	93931304.9179466	1003783446.70536
1.2666	2.38691395368739E19	2.38691395368739	3.24031547280942	0.236842801375224	20	3.45490328601015	0.0685526574171457	12964488701745.1	38296.0815761188	6.53141440985079E-10	0.287083056840803	93094609.6266399	1003906623.50143
1.2673	2.38660722797979E19	2.38660722797979	3.23886943131207	0.237334607189806	20	3.45600161523726	0.0686731760029899	12969837984434.5	38032.1312571927	6.67512743286824E-10	0.288229905916233	94903846.5852778	1004021517.1155
1.2684	2.3862953819046E19	2.3862953819046	3.23666509340254	0.23832837438745	20	3.4579034467093	0.0689227961568026	12979697295630.6	37492.6491400319	6.98153218293936E-10	0.290514986217404	98702914.4913307	1004129218.01269
1.2695	2.38597878190767E19	2.38597878190767	3.23424411169272	0.240249754784016	20	3.46003272957539	0.0694356884923165	12990826097794.6	36413.9622073577	7.64956261515208E-10	0.29496286370794	106735441.583813	1004230052.09366
1.27055	2.38565779443485E19	2.38565779443485	3.23261834202838	0.240396000421734	20	3.46130715713872	0.0694523743510983	12997129744775.2	36379.5274744041	7.67219425151938E-10	0.295279572364479	107116778.151282	1004322867.83377
1.2716	2.38533278593199E19	2.38533278593199	3.23185737767952	0.241294803350354	20	3.46165048720069	0.0697051317695221	12998178098052.5	35862.8695895485	8.02217998118788E-10	0.297416296939243	111220459.140632	1004416984.8582
1.2723	2.38500412284494E19	2.38500412284494	3.23203870416168	0.241578677807484	20	3.46097934208359	0.069800670252498	12993502901882.7	35669.978941407	8.15802334433314E-10	0.298170325690477	112740112.569225	1004471265.41801
1.27335	2.38467217161954E19	2.38467217161954	3.23323298611415	0.241689930339393	20	3.45921940547185	0.0698683436954257	12982689629469.9	35534.1340348354	8.25544688654413E-10	0.2985849852483	113715316.22131	1004549566.83519
1.2744	2.38433729870164E19	2.38433729870164	3.23492606241207	0.241645920440228	20	3.45692342548707	0.0699020171111196	12968855630803.4	35466.7811073851	8.30429764028805E-10	0.298668549351755	114081659.354818	1004627183.82363
1.27545	2.38442091813336E19	2.38442091813336	3.23629113338518	0.242321699202792	20	3.45558647579827	0.0701246230994157	12961560164758.3	35025.5326495256	8.63357660590597E-10	0.30031519402588	117709111.288233	1004704919.43743
1.2765	2.38446336287574E19	2.38446336287574	3.23726919915293	0.242918350496992	20	3.45460394435715	0.0703172793204796	12956147805335.6	34649.1945165076	8.92761393359484E-10	0.301759594921517	120938764.159446	1004782540.85075
1.2772	2.38446571471203E19	2.38446571471203	3.23780191553136	0.242322805095352	20	3.4540389642587	0.0701563611768226	12952975970824.2	34963.1835339826	8.68143158847036E-10	0.300402728188431	118107030.278181	1004833553.96866
1.27835	2.38442905542548E19	2.38442905542548	3.23782311570963	0.242482275485114	20	3.45396324558463	0.0702040694252005	12952450476748.5	34869.7227927748	8.75379831514134E-10	0.300785220801361	118919606.886324	1004908175.44627
1.2794	2.38435446679935E19	2.38435446679935	3.23738301975829	0.242052702808045	20	3.45432472386369	0.0700723649794301	12954281239406.8	35128.4972637792	8.55527857436576E-10	0.299771417950744	116707098.194831	1004983113.69103
1.28045	2.38424303061688E19	2.38424303061688	3.23658058077653	0.241685799010541	20	3.45501966493369	0.0699520762395372	12957887836354.7	35366.9493964357	8.37738190684488E-10	0.298888886319365	114749261.359478	1005066760.18215
1.2815	2.38409582866133E19	2.38409582866133	3.23538022044923	0.243122375800002	20	3.45608812351845	0.0703461159296172	12963498907661.8	34593.3016621103	8.97236205915221E-10	0.302202937657464	121596121.148882	1005145882.33281
1.28255	2.38391394271595E19	2.38391394271595	3.23373759084647	0.243153017013793	20	3.45757989604532	0.0703246271451035	12971398253984.5	34634.9417750984	8.9389977850688E-10	0.302213476208072	121367920.636626	1005201443.40107
1.2836	2.383698454564E19	2.383698454564	3.23086833052237	0.243472496942382	20	3.46033767657346	0.0703609068533091	12986333438323.7	34564.6768689851	8.99538953057977E-10	0.302826832895288	122273791.708577	1005287622.51143
1.2843	2.38345044598873E19	2.38345044598873	3.22725463225934	0.244961513537895	20	3.4638519389871	0.0707193950124572	13005444902969.7	33879.8915598714	9.56936263206628E-10	0.306114927235491	129072804.201975	1005376569.28032
