t	n	neMax	TeMax	Ell	Zeff	ED	EllED	10	20	30	40	Spri	intSpri
0.022349	8.14020000000001	8.14020000000001E19	0.535839087137625	1.93295667292642	23.495	71.2503678568783	0.0271290763973203	2.59992413090534E15	2.59992413090534E15	8.87231701429182E-18	3.85815499384977E-1	23138652905921.6	261793018222330
0.0234305	8.14020000000001	8.14020000000001E19	0.584144895658969	1.89019085321965	23.204	65.3583252278197	0.0289204297483298	2.25802055893001E15	2.25802055893001E15	4.80674514200071E-17	3.93301341074889E-1	96390072493747.3	334807610575840
0.024512	8.14020000000001	8.14020000000001E19	0.631825619835173	1.84809785031871	22.914	60.4260588239672	0.0305844512497924	1.98412309293754E15	1.98412309293754E15	2.02341813977519E-16	3.98972176738714E-1	317808473971163	471178846485588
0.0255935	8.14020000000001	8.14020000000001E19	0.678881259666238	1.80667766422362	22.624	56.2377168717541	0.0321257292209001	1.76063827933846E15	1.76063827933846E15	6.97199435977016E-16	4.0311801393535E-1	871223362176627	635883097663992
0.026675	8.14020000000001	8.14020000000001E19	0.725311815152163	1.76593029493436	22.334	52.6376811642592	0.0335487858863628	1.57546755619686E15	1.57546755619686E15	2.04243932466776E-15	4.05959965814769E-1	2.05802809494767E15	829405667639953
0.027396	8.14020000000001	8.14020000000001E19	0.77111728629295	1.72585574245095	22.044	49.5109275194558	0.0348580773764086	1.4200038000486E15	1.4200038000486E15	5.23490711222911E-15	4.07673192124023E-1	4.30328537090447E15	1.0512596634618E15
0.0284775	8.14020000000001	8.14020000000001E19	0.816297673088597	1.68645400677337	21.754	46.7706001490781	0.0360579937267838	1.28797441664578E15	1.28797441664578E15	1.2001258770628E-14	4.08398604144461E-1	8.13065479203519E15	1.21708270932055E15
0.029559	8.14020000000001	8.14020000000001E19	0.860852975539105	1.64772508790164	21.464	44.3498868627833	0.0371528588787527	1.17471164241865E15	1.17471164241865E15	2.50393288336889E-14	4.08251182880789E-1	1.41062858915639E16	1.49038242786689E15
0.03028	8.14020000000001	8.14020000000001E19	0.904783193644474	1.60966898583574	21.174	42.1965530956266	0.0381469306790978	1.07667784528002E15	1.07667784528002E15	4.82041992972687E-14	4.0732601039491E-1	2.27613789966686E16	1.78521441408539E15
0.0313615	8.14020000000001	8.14020000000001E19	0.948088327404703	1.57228570057568	20.884	40.269172151038	0.0390444008801198	991148265508795	991148265508795	8.65859553013532E-14	4.05702723154899E-1	3.45090200034733E16	2.09800608251255E15
0.032443	8.14020000000001	8.14020000000001E19	0.990768376819793	1.53557523212147	20.594	38.5344677564268	0.0398493951396373	915993880451538	915993880451538	1.46440396359428E-13	4.03448855045747E-1	4.95717815842109E16	2.42483656976808E15
0.0335245	8.14020000000001	8.14020000000001E19	1.03282334188974	1.49953758047309	20.304	36.965403977794	0.0405659730209873	849529627344904	849529627344904	2.34957636067119E-13	4.0062238511662E-1	6.79331628788524E16	2.64936325475979E15
0.034605	8.14020000000001	8.14020000000001E19	1.07425322261456	1.46417274563055	20.014	35.5397882612154	0.0411981279930248	790406292708208	790406292708208	3.59880516369282E-13	3.97273706416192E-1	8.93200454698686E16	2.99205100316889E15
0.035326	8.14020000000001	8.14020000000001E19	1.11505801899423	1.42948072759386	19.724	34.2392336724205	0.0417497874301227	737532189104017	737532189104017	5.29009081627381E-13	3.93447167043599E-1	1.1321696521948E17	3.33674490726073E15
0.0364075	8.14020000000001	8.14020000000001E19	1.15523773102876	1.395461526363	19.433	33.0483770095102	0.0422248126121725	689983206165061	689983206165061	7.50048175270953E-13	3.89189768254972E-1	1.38972097951574E17	3.56516284751387E15
0.037489	8.14020000000001	8.14020000000001E19	1.19479235871816	1.36211514193798	19.143	31.9542820909987	0.0426269987245834	647090738943495	647090738943495	1.02858881438785E-12	3.84522340346526E-1	1.65612740103728E17	3.90354896578657E15
0.0385705	8.14020000000001	8.14020000000001E19	1.23372190206241	1.3294415743188	18.853	30.9459789980435	0.042960074858283	608210310832877	608210310832877	1.36961646917743E-12	3.79484870839245E-1	1.92265336597081E17	4.23445548271793E15
0.039652	8.14020000000001	8.14020000000001E19	1.27202636106153	1.29744082350547	18.563	30.0141044551851	0.0432277040097169	572831162895501	572831162895501	1.77589727175229E-12	3.74107563597686E-1	2.18005575694823E17	4.55551537394459E15
0.040373	8.14020000000001	8.14020000000001E19	1.3097057357155	1.26611288949797	18.273	29.1506183637444	0.0434334830808487	540522984524913	540522984524913	2.24802273001239E-12	3.68418736521357E-1	2.41975134038178E17	4.8649355488284E15
0.0414545	8.14020000000001	8.14020000000001E19	1.34676002602434	1.23545777229631	17.983	28.3485783160301	0.0435809428791604	510920950535167	510920950535167	2.78433288451979E-12	3.62445257416557E-1	2.63433499427094E17	5.06257707548715E15
0.042536	8.14020000000001	8.14020000000001E19	1.38318923198804	1.20547547190049	17.693	27.6019587108671	0.0436735481176519	483713938680702	483713938680702	3.38100259341844E-12	3.56212904766913E-1	2.81794399266382E17	5.34520851637226E15
0.0436175	8.14020000000001	8.14020000000001E19	1.41899335360659	1.17616598831051	17.403	26.9055045068481	0.0437146974148414	458635172399367	458635172399367	4.03227607508073E-12	3.49746666490388E-1	2.96646041653012E17	5.61354032566111E15
